,Kontengruppe,Profitcenter,Profitcenter-Bezeichnung,Art,HH Art,PSP-Element,Kostenart,Kostenart Beschreibung,Betrag,Betrag_Typ,Jahr
1446,öffentlich-rechtliche Leistungsentgelte,30112,#NV,1.0,,,,,0,Plan,2017
1447,Privatrechtliche Leistungsentgelte,30112,#NV,1.0,,,,,0,Plan,2017
1448,sonstige ordentliche Erträge,30112,#NV,1.0,,,,,0,Plan,2017
1449,Personalaufwendungen,30112,#NV,2.0,,,,,0,Plan,2017
1450,Versorgungsaufwendungen,30112,#NV,2.0,,,,,0,Plan,2017
1451,Aufwendungen für Sach- und Dienstleistungen,30112,#NV,2.0,,,,,0,Plan,2017
1452,Transferaufwendungen,30112,#NV,2.0,,,,,0,Plan,2017
1453,sonstige ordentliche Aufwendungen,30112,#NV,2.0,,,,,0,Plan,2017
1454,Bilanzielle Aufwendungen,30112,#NV,2.0,,,,,0,Plan,2017
1455,Aufwendungen aus internen Leistungsbeziehungen,30112,#NV,5.0,,,,,0,Plan,2017
1456,Zuwendungen und allgemeine Umlagen,30113,#NV,1.0,,,,,0,Plan,2017
1457,öffentlich-rechtliche Leistungsentgelte,30113,#NV,1.0,,,,,0,Plan,2017
1458,Privatrechtliche Leistungsentgelte,30113,#NV,1.0,,,,,0,Plan,2017
1459,sonstige ordentliche Erträge,30113,#NV,1.0,,,,,0,Plan,2017
1460,Personalaufwendungen,30113,#NV,2.0,,,,,0,Plan,2017
1461,Versorgungsaufwendungen,30113,#NV,2.0,,,,,0,Plan,2017
1462,Aufwendungen für Sach- und Dienstleistungen,30113,#NV,2.0,,,,,0,Plan,2017
1463,Transferaufwendungen,30113,#NV,2.0,,,,,0,Plan,2017
1464,sonstige ordentliche Aufwendungen,30113,#NV,2.0,,,,,0,Plan,2017
1465,Bilanzielle Aufwendungen,30113,#NV,2.0,,,,,0,Plan,2017
1466,Aufwendungen aus internen Leistungsbeziehungen,30113,#NV,5.0,,,,,0,Plan,2017
1467,Zuwendungen und allgemeine Umlagen,30114,#NV,1.0,,,,,0,Plan,2017
1468,öffentlich-rechtliche Leistungsentgelte,30114,#NV,1.0,,,,,0,Plan,2017
1469,Privatrechtliche Leistungsentgelte,30114,#NV,1.0,,,,,0,Plan,2017
1470,sonstige ordentliche Erträge,30114,#NV,1.0,,,,,0,Plan,2017
1471,Personalaufwendungen,30114,#NV,2.0,,,,,0,Plan,2017
1472,Versorgungsaufwendungen,30114,#NV,2.0,,,,,0,Plan,2017
1473,Aufwendungen für Sach- und Dienstleistungen,30114,#NV,2.0,,,,,0,Plan,2017
1474,Transferaufwendungen,30114,#NV,2.0,,,,,0,Plan,2017
1475,sonstige ordentliche Aufwendungen,30114,#NV,2.0,,,,,0,Plan,2017
1476,Bilanzielle Aufwendungen,30114,#NV,2.0,,,,,0,Plan,2017
1477,Aufwendungen aus internen Leistungsbeziehungen,30114,#NV,5.0,,,,,0,Plan,2017
1478,Zuwendungen und allgemeine Umlagen,30115,#NV,1.0,,,,,0,Plan,2017
1479,öffentlich-rechtliche Leistungsentgelte,30115,#NV,1.0,,,,,0,Plan,2017
1480,Privatrechtliche Leistungsentgelte,30115,#NV,1.0,,,,,0,Plan,2017
1481,sonstige ordentliche Erträge,30115,#NV,1.0,,,,,0,Plan,2017
1482,Personalaufwendungen,30115,#NV,2.0,,,,,0,Plan,2017
1483,Versorgungsaufwendungen,30115,#NV,2.0,,,,,0,Plan,2017
1484,Aufwendungen für Sach- und Dienstleistungen,30115,#NV,2.0,,,,,0,Plan,2017
1485,Transferaufwendungen,30115,#NV,2.0,,,,,0,Plan,2017
1486,sonstige ordentliche Aufwendungen,30115,#NV,2.0,,,,,0,Plan,2017
1487,Bilanzielle Aufwendungen,30115,#NV,2.0,,,,,0,Plan,2017
1488,Aufwendungen aus internen Leistungsbeziehungen,30115,#NV,5.0,,,,,0,Plan,2017
1489,Zuwendungen und allgemeine Umlagen,30116,#NV,1.0,,,,,0,Plan,2017
1490,öffentlich-rechtliche Leistungsentgelte,30116,#NV,1.0,,,,,0,Plan,2017
1491,Privatrechtliche Leistungsentgelte,30116,#NV,1.0,,,,,0,Plan,2017
1492,sonstige ordentliche Erträge,30116,#NV,1.0,,,,,0,Plan,2017
1493,Erträge aus internen Leistungsbeziehungen,30116,#NV,4.0,,,,,0,Plan,2017
1494,Personalaufwendungen,30116,#NV,2.0,,,,,0,Plan,2017
1495,Versorgungsaufwendungen,30116,#NV,2.0,,,,,0,Plan,2017
1496,Aufwendungen für Sach- und Dienstleistungen,30116,#NV,2.0,,,,,0,Plan,2017
1497,Transferaufwendungen,30116,#NV,2.0,,,,,0,Plan,2017
1498,sonstige ordentliche Aufwendungen,30116,#NV,2.0,,,,,0,Plan,2017
1499,Bilanzielle Aufwendungen,30116,#NV,2.0,,,,,0,Plan,2017
1500,Zuwendungen und allgemeine Umlagen,30117,#NV,1.0,,,,,0,Plan,2017
1501,öffentlich-rechtliche Leistungsentgelte,30117,#NV,1.0,,,,,0,Plan,2017
1502,Privatrechtliche Leistungsentgelte,30117,#NV,1.0,,,,,0,Plan,2017
1503,sonstige ordentliche Erträge,30117,#NV,1.0,,,,,0,Plan,2017
1504,Personalaufwendungen,30117,#NV,2.0,,,,,0,Plan,2017
1505,Versorgungsaufwendungen,30117,#NV,2.0,,,,,0,Plan,2017
1506,Aufwendungen für Sach- und Dienstleistungen,30117,#NV,2.0,,,,,0,Plan,2017
1507,Transferaufwendungen,30117,#NV,2.0,,,,,0,Plan,2017
1508,sonstige ordentliche Aufwendungen,30117,#NV,2.0,,,,,0,Plan,2017
1509,Bilanzielle Aufwendungen,30117,#NV,2.0,,,,,0,Plan,2017
1510,Aufwendungen aus internen Leistungsbeziehungen,30117,#NV,5.0,,,,,0,Plan,2017
1511,Zuwendungen und allgemeine Umlagen,30118,#NV,1.0,,,,,0,Plan,2017
1512,öffentlich-rechtliche Leistungsentgelte,30118,#NV,1.0,,,,,0,Plan,2017
1513,Privatrechtliche Leistungsentgelte,30118,#NV,1.0,,,,,0,Plan,2017
1514,sonstige ordentliche Erträge,30118,#NV,1.0,,,,,0,Plan,2017
1515,Personalaufwendungen,30118,#NV,2.0,,,,,0,Plan,2017
1516,Versorgungsaufwendungen,30118,#NV,2.0,,,,,0,Plan,2017
1517,Aufwendungen für Sach- und Dienstleistungen,30118,#NV,2.0,,,,,0,Plan,2017
1518,Transferaufwendungen,30118,#NV,2.0,,,,,0,Plan,2017
1519,sonstige ordentliche Aufwendungen,30118,#NV,2.0,,,,,0,Plan,2017
1520,Bilanzielle Aufwendungen,30118,#NV,2.0,,,,,0,Plan,2017
1521,Aufwendungen aus internen Leistungsbeziehungen,30118,#NV,5.0,,,,,0,Plan,2017
1522,Zuwendungen und allgemeine Umlagen,30201,#NV,1.0,,,,,0,Plan,2017
1523,Privatrechtliche Leistungsentgelte,30201,#NV,1.0,,,,,0,Plan,2017
1524,sonstige ordentliche Erträge,30201,#NV,1.0,,,,,0,Plan,2017
1525,Erträge aus internen Leistungsbeziehungen,30201,#NV,4.0,,,,,0,Plan,2017
1526,Personalaufwendungen,30201,#NV,2.0,,,,,0,Plan,2017
1527,Versorgungsaufwendungen,30201,#NV,2.0,,,,,0,Plan,2017
1528,Aufwendungen für Sach- und Dienstleistungen,30201,#NV,2.0,,,,,0,Plan,2017
1529,Transferaufwendungen,30201,#NV,2.0,,,,,0,Plan,2017
1530,sonstige ordentliche Aufwendungen,30201,#NV,2.0,,,,,0,Plan,2017
1531,Bilanzielle Aufwendungen,30201,#NV,2.0,,,,,0,Plan,2017
1532,Aufwendungen aus internen Leistungsbeziehungen,30201,#NV,5.0,,,,,0,Plan,2017
1533,Zuwendungen und allgemeine Umlagen,30301,#NV,1.0,,,,,0,Plan,2017
1534,Privatrechtliche Leistungsentgelte,30301,#NV,1.0,,,,,0,Plan,2017
1535,sonstige ordentliche Erträge,30301,#NV,1.0,,,,,0,Plan,2017
1536,Erträge aus internen Leistungsbeziehungen,30301,#NV,4.0,,,,,0,Plan,2017
1537,Personalaufwendungen,30301,#NV,2.0,,,,,0,Plan,2017
1538,Versorgungsaufwendungen,30301,#NV,2.0,,,,,0,Plan,2017
1539,Aufwendungen für Sach- und Dienstleistungen,30301,#NV,2.0,,,,,0,Plan,2017
1540,Transferaufwendungen,30301,#NV,2.0,,,,,0,Plan,2017
1541,sonstige ordentliche Aufwendungen,30301,#NV,2.0,,,,,0,Plan,2017
1542,Bilanzielle Aufwendungen,30301,#NV,2.0,,,,,0,Plan,2017
1543,Aufwendungen aus internen Leistungsbeziehungen,30301,#NV,5.0,,,,,0,Plan,2017
1544,Zuwendungen und allgemeine Umlagen,30302,#NV,1.0,,,,,0,Plan,2017
1545,Privatrechtliche Leistungsentgelte,30302,#NV,1.0,,,,,0,Plan,2017
1546,sonstige ordentliche Erträge,30302,#NV,1.0,,,,,0,Plan,2017
1547,Personalaufwendungen,30302,#NV,2.0,,,,,0,Plan,2017
1548,Versorgungsaufwendungen,30302,#NV,2.0,,,,,0,Plan,2017
1549,Aufwendungen für Sach- und Dienstleistungen,30302,#NV,2.0,,,,,0,Plan,2017
1550,Transferaufwendungen,30302,#NV,2.0,,,,,0,Plan,2017
1551,sonstige ordentliche Aufwendungen,30302,#NV,2.0,,,,,0,Plan,2017
1552,Bilanzielle Aufwendungen,30302,#NV,2.0,,,,,0,Plan,2017
1553,Aufwendungen aus internen Leistungsbeziehungen,30302,#NV,5.0,,,,,0,Plan,2017
1554,Zuwendungen und allgemeine Umlagen,30401,#NV,1.0,,,,,0,Plan,2017
1555,Privatrechtliche Leistungsentgelte,30401,#NV,1.0,,,,,0,Plan,2017
1556,sonstige ordentliche Erträge,30401,#NV,1.0,,,,,0,Plan,2017
1557,Erträge aus internen Leistungsbeziehungen,30401,#NV,4.0,,,,,0,Plan,2017
1558,Personalaufwendungen,30401,#NV,2.0,,,,,0,Plan,2017
1559,Versorgungsaufwendungen,30401,#NV,2.0,,,,,0,Plan,2017
1560,Aufwendungen für Sach- und Dienstleistungen,30401,#NV,2.0,,,,,0,Plan,2017
1561,Transferaufwendungen,30401,#NV,2.0,,,,,0,Plan,2017
1562,sonstige ordentliche Aufwendungen,30401,#NV,2.0,,,,,0,Plan,2017
1563,Bilanzielle Aufwendungen,30401,#NV,2.0,,,,,0,Plan,2017
1564,Aufwendungen aus internen Leistungsbeziehungen,30401,#NV,5.0,,,,,0,Plan,2017
1565,Zuwendungen und allgemeine Umlagen,30402,#NV,1.0,,,,,0,Plan,2017
1566,öffentlich-rechtliche Leistungsentgelte,30402,#NV,1.0,,,,,0,Plan,2017
1567,Privatrechtliche Leistungsentgelte,30402,#NV,1.0,,,,,0,Plan,2017
1568,sonstige ordentliche Erträge,30402,#NV,1.0,,,,,0,Plan,2017
1569,Personalaufwendungen,30402,#NV,2.0,,,,,0,Plan,2017
1570,Versorgungsaufwendungen,30402,#NV,2.0,,,,,0,Plan,2017
1571,Aufwendungen für Sach- und Dienstleistungen,30402,#NV,2.0,,,,,0,Plan,2017
1572,Transferaufwendungen,30402,#NV,2.0,,,,,0,Plan,2017
1573,sonstige ordentliche Aufwendungen,30402,#NV,2.0,,,,,0,Plan,2017
1574,Bilanzielle Aufwendungen,30402,#NV,2.0,,,,,0,Plan,2017
1575,Aufwendungen aus internen Leistungsbeziehungen,30402,#NV,5.0,,,,,0,Plan,2017
1576,Zuwendungen und allgemeine Umlagen,30403,#NV,1.0,,,,,0,Plan,2017
1577,Privatrechtliche Leistungsentgelte,30403,#NV,1.0,,,,,0,Plan,2017
1578,sonstige ordentliche Erträge,30403,#NV,1.0,,,,,0,Plan,2017
1579,Personalaufwendungen,30403,#NV,2.0,,,,,0,Plan,2017
1580,Versorgungsaufwendungen,30403,#NV,2.0,,,,,0,Plan,2017
1581,Aufwendungen für Sach- und Dienstleistungen,30403,#NV,2.0,,,,,0,Plan,2017
1582,Transferaufwendungen,30403,#NV,2.0,,,,,0,Plan,2017
1583,sonstige ordentliche Aufwendungen,30403,#NV,2.0,,,,,0,Plan,2017
1584,Bilanzielle Aufwendungen,30403,#NV,2.0,,,,,0,Plan,2017
1585,Aufwendungen aus internen Leistungsbeziehungen,30403,#NV,5.0,,,,,0,Plan,2017
1586,Zuwendungen und allgemeine Umlagen,30404,#NV,1.0,,,,,0,Plan,2017
1587,Privatrechtliche Leistungsentgelte,30404,#NV,1.0,,,,,0,Plan,2017
1588,sonstige ordentliche Erträge,30404,#NV,1.0,,,,,0,Plan,2017
1589,Erträge aus internen Leistungsbeziehungen,30404,#NV,4.0,,,,,0,Plan,2017
1590,Personalaufwendungen,30404,#NV,2.0,,,,,0,Plan,2017
1591,Versorgungsaufwendungen,30404,#NV,2.0,,,,,0,Plan,2017
1592,Aufwendungen für Sach- und Dienstleistungen,30404,#NV,2.0,,,,,0,Plan,2017
1593,Transferaufwendungen,30404,#NV,2.0,,,,,0,Plan,2017
1594,sonstige ordentliche Aufwendungen,30404,#NV,2.0,,,,,0,Plan,2017
1595,Bilanzielle Aufwendungen,30404,#NV,2.0,,,,,0,Plan,2017
1596,Aufwendungen aus internen Leistungsbeziehungen,30404,#NV,5.0,,,,,0,Plan,2017
1597,Zuwendungen und allgemeine Umlagen,30501,#NV,1.0,,,,,0,Plan,2017
1598,Privatrechtliche Leistungsentgelte,30501,#NV,1.0,,,,,0,Plan,2017
1599,sonstige ordentliche Erträge,30501,#NV,1.0,,,,,0,Plan,2017
1600,Erträge aus internen Leistungsbeziehungen,30501,#NV,4.0,,,,,0,Plan,2017
1601,Personalaufwendungen,30501,#NV,2.0,,,,,0,Plan,2017
1602,Versorgungsaufwendungen,30501,#NV,2.0,,,,,0,Plan,2017
1603,Aufwendungen für Sach- und Dienstleistungen,30501,#NV,2.0,,,,,0,Plan,2017
1604,Transferaufwendungen,30501,#NV,2.0,,,,,0,Plan,2017
1605,sonstige ordentliche Aufwendungen,30501,#NV,2.0,,,,,0,Plan,2017
1606,Bilanzielle Aufwendungen,30501,#NV,2.0,,,,,0,Plan,2017
1607,Aufwendungen aus internen Leistungsbeziehungen,30501,#NV,5.0,,,,,0,Plan,2017
1608,Zuwendungen und allgemeine Umlagen,30502,#NV,1.0,,,,,0,Plan,2017
1609,Privatrechtliche Leistungsentgelte,30502,#NV,1.0,,,,,0,Plan,2017
1610,sonstige ordentliche Erträge,30502,#NV,1.0,,,,,0,Plan,2017
1611,Erträge aus internen Leistungsbeziehungen,30502,#NV,4.0,,,,,0,Plan,2017
1612,Personalaufwendungen,30502,#NV,2.0,,,,,0,Plan,2017
1613,Versorgungsaufwendungen,30502,#NV,2.0,,,,,0,Plan,2017
1614,Aufwendungen für Sach- und Dienstleistungen,30502,#NV,2.0,,,,,0,Plan,2017
1615,sonstige ordentliche Aufwendungen,30502,#NV,2.0,,,,,0,Plan,2017
1616,Bilanzielle Aufwendungen,30502,#NV,2.0,,,,,0,Plan,2017
1617,Aufwendungen aus internen Leistungsbeziehungen,30502,#NV,5.0,,,,,0,Plan,2017
1618,Zuwendungen und allgemeine Umlagen,30503,#NV,1.0,,,,,0,Plan,2017
1619,öffentlich-rechtliche Leistungsentgelte,30503,#NV,1.0,,,,,0,Plan,2017
1620,Privatrechtliche Leistungsentgelte,30503,#NV,1.0,,,,,0,Plan,2017
1621,sonstige ordentliche Erträge,30503,#NV,1.0,,,,,0,Plan,2017
1622,Aktivierte Eigenleistungen,30503,#NV,1.0,,,,,0,Plan,2017
1623,Erträge aus internen Leistungsbeziehungen,30503,#NV,4.0,,,,,0,Plan,2017
1624,Personalaufwendungen,30503,#NV,2.0,,,,,0,Plan,2017
1625,Versorgungsaufwendungen,30503,#NV,2.0,,,,,0,Plan,2017
1626,Aufwendungen für Sach- und Dienstleistungen,30503,#NV,2.0,,,,,0,Plan,2017
1627,Transferaufwendungen,30503,#NV,2.0,,,,,0,Plan,2017
1628,sonstige ordentliche Aufwendungen,30503,#NV,2.0,,,,,0,Plan,2017
1629,Bilanzielle Aufwendungen,30503,#NV,2.0,,,,,0,Plan,2017
1630,Aufwendungen aus internen Leistungsbeziehungen,30503,#NV,5.0,,,,,0,Plan,2017
1631,Zuwendungen und allgemeine Umlagen,30601,#NV,1.0,,,,,0,Plan,2017
1632,Privatrechtliche Leistungsentgelte,30601,#NV,1.0,,,,,0,Plan,2017
1633,sonstige ordentliche Erträge,30601,#NV,1.0,,,,,0,Plan,2017
1634,Erträge aus internen Leistungsbeziehungen,30601,#NV,4.0,,,,,0,Plan,2017
1635,Personalaufwendungen,30601,#NV,2.0,,,,,0,Plan,2017
1636,Versorgungsaufwendungen,30601,#NV,2.0,,,,,0,Plan,2017
1637,Aufwendungen für Sach- und Dienstleistungen,30601,#NV,2.0,,,,,0,Plan,2017
1638,sonstige ordentliche Aufwendungen,30601,#NV,2.0,,,,,0,Plan,2017
1639,Bilanzielle Aufwendungen,30601,#NV,2.0,,,,,0,Plan,2017
1640,Aufwendungen aus internen Leistungsbeziehungen,30601,#NV,5.0,,,,,0,Plan,2017
1641,,,,,,1.100.05.07.01,44880014.0,Erstattung Zuschuss integrative Maßnahme,0,Plan,2017
1642,Privatrechtliche Leistungsentgelte,50701,#NV,1.0,,,,,0,Plan,2017
1643,,,,,,1.100.05.07.01,45820000.0,Erträge aus der Auflösung von Rückstellu,0,Plan,2017
1644,sonstige ordentliche Erträge,50701,#NV,1.0,,,,,0,Plan,2017
1645,,,,,,1.100.05.07.01,50110000.0,Bezüge Beamte,0,Plan,2017
1646,,,,,,1.100.05.07.01,50120000.0,Vergütungen tariflich Beschäftigte,0,Plan,2017
1647,,,,,,1.100.05.07.01,50220000.0,Versorgungskassenb. tarifl. Beschäftigte,0,Plan,2017
1648,,,,,,1.100.05.07.01,50320000.0,Beiträge gesetzl.SV tarifl. Beschäftigte,0,Plan,2017
1649,,,,,,1.100.05.07.01,50410000.0,Beihilfen und Unterstützungsleistungen f,0,Plan,2017
1650,,,,,,1.100.05.07.01,50411000.0,Beihilf. u.a.taBesch,0,Plan,2017
1651,,,,,,1.100.05.07.01,50510000.0,Rückstellungen für Pensionsverpflichtung,0,Plan,2017
1652,,,,,,1.100.05.07.01,50610000.0,Rückstellungen für Beihilfen,0,Plan,2017
1653,,,,,,1.100.05.07.01,50710000.0,Zuf. Altersteilzeit Rückstellung Beamte,0,Plan,2017
1654,,,,,,1.100.05.07.01,50720000.0,Zuf. ATZ-RS tBesch,0,Plan,2017
1655,,,,,,1.100.05.07.01,50811000.0,RS Urlaub Beamte,0,Plan,2017
1656,,,,,,1.100.05.07.01,50812000.0,RS Urlaub tarifl. Beschäftigte,0,Plan,2017
1657,,,,,,1.100.05.07.01,50813000.0,RS Überstunden Beamte,0,Plan,2017
1658,,,,,,1.100.05.07.01,50814000.0,RS Überstunden tarifl.Beschäftigte,0,Plan,2017
1659,,,,,,1.100.05.07.01,50911000.0,Zuführ. Rückstellung Besoldungsnachzahlu,0,Plan,2017
1660,Personalaufwendungen,50701,#NV,2.0,,,,,0,Plan,2017
1661,,,,,,1.100.05.07.01,51210000.0,Beitr. Versorgungsk. Versorgungsempfänge,0,Plan,2017
1662,,,,,,1.100.05.07.01,51410000.0,"Beihilfen, Unterst. Versorgungsempfänger",0,Plan,2017
1663,,,,,,1.100.05.07.01,51510000.0,Zuf. Pensionsrückst. Versorgungsempf.,0,Plan,2017
1664,,,,,,1.100.05.07.01,51610000.0,Zuf. Beihilferückst. Versorgungsempf.,0,Plan,2017
1665,,,,,,1.100.05.07.01,51711000.0,Zuführ. Rückstellung Besoldungsnz. Verso,0,Plan,2017
1666,Versorgungsaufwendungen,50701,#NV,2.0,,,,,0,Plan,2017
1667,,,,,,1.100.05.07.01,52810023.0,Sachleistungen Ausländerbeirat,0,Plan,2017
1668,,,,,,1.100.05.07.01,52810026.0,Sachleistungen und Planungskosten,0,Plan,2017
1669,,,,,,1.100.05.07.01,52810061.0,AW KOMM-IN NRW,0,Plan,2017
1670,Aufwendungen für Sach- und Dienstleistungen,50701,#NV,2.0,,,,,0,Plan,2017
1671,,,,,,1.100.05.07.01,53180007.0,Zuschuss Interkulturelle Maßnahmen,0,Plan,2017
1672,Transferaufwendungen,50701,#NV,2.0,,,,,0,Plan,2017
1673,,,,,,1.100.05.07.01,54111000.0,Fahrtkostenerstattung Beamte,0,Plan,2017
1674,,,,,,1.100.05.07.01,54111100.0,Fahrtkostenerstattung tariflich Beschäft,0,Plan,2017
1675,,,,,,1.100.05.07.01,54130000.0,Aus- und Fortbildung,0,Plan,2017
1676,,,,,,1.100.05.07.01,54294000.0,Verwaltungskostenbeitrag RVK,0,Plan,2017
1677,,,,,,1.100.05.07.01,54310000.0,Büromaterial,0,Plan,2017
1678,,,,,,1.100.05.07.01,54310007.0,Integrat.v.Migranten,0,Plan,2017
1679,,,,,,1.100.05.07.01,54311000.0,Telekommunikation,0,Plan,2017
1680,,,,,,1.100.05.07.01,54490001.0,Wertberichtigung von Forderungen wg.Unei,0,Plan,2017
1681,sonstige ordentliche Aufwendungen,50701,#NV,2.0,,,,,0,Plan,2017
1682,,,,,,,57117000.0,AfA auf Betriebs- und Geschäftsausst.,0,Plan,2017
1683,,,,,,1.100.05.07.01,57117000.0,AfA auf Betriebs- und Geschäftsausst.,0,Plan,2017
1684,,,,,,1.100.05.07.01,57117001.0,Afa auf Betriebs- und Geschäftsaust. EÖB,0,Plan,2017
1685,Bilanzielle Aufwendungen,50701,#NV,2.0,,,,,0,Plan,2017
1686,,,,,,1.100.05.07.01,58110011.0,Interne Leistungsbeziehungen Schulraumnu,0,Plan,2017
1687,Aufwendungen aus internen Leistungsbeziehungen,50701,#NV,5.0,,,,,0,Plan,2017
1688,,,,,,1.100.05.07.02,41301000.0,ZB Stärken vor Ort,0,Plan,2017
1689,,,,,,1.100.05.07.02,41411003.0,ZL Stadterneuerung/Stadtteilmanagement,"-130.000,00",Plan,2017
1690,,,,,,1.100.05.07.02,41411020.0,ZL MaJo - Bike,0,Plan,2017
1691,,,,,,1.100.05.07.02,41411039.0,ZL Int. Handlungskonzept,0,Plan,2017
1692,,,,,,,41611000.0,ET SoPO-Aufl. aus Zuw. Land,0,Plan,2017
1693,,,,,,1.100.05.07.02,41611000.0,ET SoPO-Aufl. aus Zuw. Land,"-1.640,08",Plan,2017
1694,,,,,,,41611001.0,Ertr.SoPo-Aufl. Land,0,Plan,2017
1695,,,,,,1.100.05.07.02,41611001.0,Ertr.SoPo-Aufl. Land,"-3.333,33",Plan,2017
1696,,,,,,,41615000.0,Erträge a. d. SoPO-Auflösung Zusch. verb,0,Plan,2017
1697,,,,,,1.100.05.07.02,41615000.0,Erträge a. d. SoPO-Auflösung Zusch. verb,0,Plan,2017
1698,Zuwendungen und allgemeine Umlagen,50702,#NV,1.0,,,,,"-134.973,41",Plan,2017
1699,,,,,,1.100.05.07.02,44110018.0,Sonstige Mieterträge,0,Plan,2017
1700,,,,,,1.100.05.07.02,44870004.0,"Erstattung ""Stärken vor Ort""",0,Plan,2017
1701,,,,,,1.100.05.07.02,44880000.0,Erträge aus Kostenerstattungen etc. übr.,0,Plan,2017
1702,Privatrechtliche Leistungsentgelte,50702,#NV,1.0,,,,,0,Plan,2017
1703,,,,,,1.100.05.07.02,45640003.0,Rückzahlung Bewirtschaftungskosten,0,Plan,2017
1704,,,,,,1.100.05.07.02,45640004.0,Erstattung Versicherung,0,Plan,2017
1705,,,,,,1.100.05.07.02,45820000.0,Erträge aus der Auflösung von Rückstellu,0,Plan,2017
1706,sonstige ordentliche Erträge,50702,#NV,1.0,,,,,0,Plan,2017
1707,,,,,,7.000.169.700,47110000.0,Aktivierte Eigenleistungen,0,Plan,2017
1708,Aktivierte Eigenleistungen,50702,#NV,1.0,,,,,0,Plan,2017
1709,,,,,,1.100.05.07.02,48119999.0,Aktivierte Eigenleistung,0,Plan,2017
1710,Erträge aus internen Leistungsbeziehungen,50702,#NV,4.0,,,,,0,Plan,2017
1711,,,,,,1.100.05.07.02,50110000.0,Bezüge Beamte,0,Plan,2017
1712,,,,,,1.100.05.07.02,50120000.0,Vergütungen tariflich Beschäftigte,"128.775,00",Plan,2017
1713,,,,,,1.100.05.07.02,50220000.0,Versorgungskassenb. tarifl. Beschäftigte,"10.220,00",Plan,2017
1714,,,,,,1.100.05.07.02,50320000.0,Beiträge gesetzl.SV tarifl. Beschäftigte,"25.799,00",Plan,2017
1715,,,,,,1.100.05.07.02,50410000.0,Beihilfen und Unterstützungsleistungen f,0,Plan,2017
1716,,,,,,1.100.05.07.02,50411000.0,Beihilf. u.a.taBesch,0,Plan,2017
1717,,,,,,1.100.05.07.02,50510000.0,Rückstellungen für Pensionsverpflichtung,0,Plan,2017
1718,,,,,,1.100.05.07.02,50610000.0,Rückstellungen für Beihilfen,0,Plan,2017
1719,,,,,,1.100.05.07.02,50811000.0,RS Urlaub Beamte,0,Plan,2017
1720,,,,,,1.100.05.07.02,50812000.0,RS Urlaub tarifl. Beschäftigte,0,Plan,2017
1721,,,,,,1.100.05.07.02,50813000.0,RS Überstunden Beamte,0,Plan,2017
1722,,,,,,1.100.05.07.02,50814000.0,RS Überstunden tarifl.Beschäftigte,0,Plan,2017
1723,,,,,,1.100.05.07.02,50911000.0,Zuführ. Rückstellung Besoldungsnachzahlu,0,Plan,2017
1724,Personalaufwendungen,50702,#NV,2.0,,,,,"164.794,00",Plan,2017
1725,,,,,,1.100.05.07.02,51210000.0,Beitr. Versorgungsk. Versorgungsempfänge,0,Plan,2017
1726,,,,,,1.100.05.07.02,51410000.0,"Beihilfen, Unterst. Versorgungsempfänger",0,Plan,2017
1727,,,,,,1.100.05.07.02,51510000.0,Zuf. Pensionsrückst. Versorgungsempf.,0,Plan,2017
1728,,,,,,1.100.05.07.02,51610000.0,Zuf. Beihilferückst. Versorgungsempf.,0,Plan,2017
1729,,,,,,1.100.05.07.02,51711000.0,Zuführ. Rückstellung Besoldungsnz. Verso,0,Plan,2017
1730,Versorgungsaufwendungen,50702,#NV,2.0,,,,,0,Plan,2017
1731,,,,,,1.100.05.07.02,52410001.0,Betriebskosten Bürgerhaus,0,Plan,2017
1732,,,,,,1.100.05.07.02,52810016.0,Stadtteilmanagement,"90.000,00",Plan,2017
1733,,,,,,1.100.05.07.02,52810029.0,Stadterneuerung,"72.500,00",Plan,2017
1734,,,,,,1.100.05.07.02,52810090.0,Int.Handlungskonzept Neu: Meerbeck,0,Plan,2017
1735,Aufwendungen für Sach- und Dienstleistungen,50702,#NV,2.0,,,,,"162.500,00",Plan,2017
1736,,,,,,1.100.05.07.02,53180008.0,"Zuschuss ""Stärken vor Ort""",0,Plan,2017
1737,,,,,,1.100.05.07.02,53180053.0,AW MaJo-Bike,0,Plan,2017
1738,Transferaufwendungen,50702,#NV,2.0,,,,,0,Plan,2017
1739,,,,,,1.100.05.07.02,54111000.0,Fahrtkostenerstattung Beamte,30,Plan,2017
1740,,,,,,1.100.05.07.02,54111100.0,Fahrtkostenerstattung tariflich Beschäft,0,Plan,2017
1741,,,,,,1.100.05.07.02,54294000.0,Verwaltungskostenbeitrag RVK,0,Plan,2017
1742,,,,,,1.100.05.07.02,54310000.0,Büromaterial,163,Plan,2017
1743,,,,,,1.100.05.07.02,54311000.0,Telekommunikation,"1.237,29",Plan,2017
1744,,,,,,,54710000.0,Wertveränderungen bei Sachanlagen,0,Plan,2017
1745,,,,,,1.100.05.07.02,54710000.0,Wertveränderungen bei Sachanlagen,0,Plan,2017
1746,,,,,,,54770000.0,Verr.bei Sachanlagen mit allg. Rücklage,0,Plan,2017
1747,,,,,,1.100.05.07.02,54770000.0,Verr.bei Sachanlagen mit allg. Rücklage,0,Plan,2017
1748,sonstige ordentliche Aufwendungen,50702,#NV,2.0,,,,,"1.430,29",Plan,2017
